,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qends,start,send,evalue,bitscore,gene,strain,contig
226,group1295|3385-158|3385-158_01218,unitig_0|quiver,100.0,753,0,0,1,753,45491,46243,0.0,1391.0,group1295,3385-158,3385-158_01218
225,group1294|3385-158|3385-158_01217,unitig_0|quiver,100.0,414,0,0,1,414,46248,46661,0.0,765.0,group1294,3385-158,3385-158_01217
224,group1293|3385-158|3385-158_01216,unitig_0|quiver,100.0,564,0,0,1,564,46694,47257,0.0,1042.0,group1293,3385-158,3385-158_01216
223,group1292|3385-158|3385-158_01215,unitig_0|quiver,100.0,366,0,0,1,366,47382,47747,0.0,676.0,group1292,3385-158,3385-158_01215
222,group1291|3385-158|3385-158_01214,unitig_0|quiver,100.0,540,0,0,1,540,47747,48286,0.0,998.0,group1291,3385-158,3385-158_01214
221,group1290|3385-158|3385-158_01213,unitig_0|quiver,100.0,840,0,0,1,840,48577,49416,0.0,1552.0,group1290,3385-158,3385-158_01213
220,group1289|3385-158|3385-158_01212,unitig_0|quiver,100.0,1770,0,0,1,1770,49638,51407,0.0,3269.0,group1289,3385-158,3385-158_01212
219,group1288|3385-158|3385-158_01211,unitig_0|quiver,100.0,900,0,0,1,900,51528,52427,0.0,1663.0,group1288,3385-158,3385-158_01211
218,group1287|3385-158|3385-158_01210,unitig_0|quiver,100.0,1026,0,0,1,1026,53566,52541,0.0,1895.0,group1287,3385-158,3385-158_01210
217,group1286|3385-158|3385-158_01209,unitig_0|quiver,100.0,1362,0,0,1,1362,53864,55225,0.0,2516.0,group1286,3385-158,3385-158_01209
216,group1285|3385-158|3385-158_01208,unitig_0|quiver,100.0,1014,0,0,1,1014,55413,56426,0.0,1873.0,group1285,3385-158,3385-158_01208
215,group1284|3385-158|3385-158_01207,unitig_0|quiver,100.0,1164,0,0,1,1164,56428,57591,0.0,2150.0,group1284,3385-158,3385-158_01207
578,group1597|3385-158|3385-158_05638,unitig_0|quiver,74.086,1258,267,52,27,1254,57664,58892,6.28e-130,462.0,group1597,3385-158,3385-158_05638
4622,group6210|3385-158|3385-158_06515,unitig_0|quiver,91.111,45,2,2,1333,1377,59696,59738,1.01e-08,60.2,group6210,3385-158,3385-158_06515
2987,group4079|3385-158|3385-158_00146,unitig_0|quiver,94.872,39,2,0,414,452,59699,59737,1.2e-09,62.1,group4079,3385-158,3385-158_00146
5415,group976|3385-158|3385-158_04071,unitig_0|quiver,93.023,43,2,1,415,457,59700,59741,1.7e-09,62.1,group976,3385-158,3385-158_04071
197,group1281|3385-158|3385-158_01204,unitig_0|quiver,100.0,354,0,0,1,354,60566,60919,0.0,654.0,group1281,3385-158,3385-158_01204
196,group1280|3385-158|3385-158_01203,unitig_0|quiver,100.0,1824,0,0,1,1824,62834,61011,0.0,3369.0,group1280,3385-158,3385-158_01203
195,group1279|3385-158|3385-158_01202,unitig_0|quiver,100.0,699,0,0,1,699,63610,62912,0.0,1291.0,group1279,3385-158,3385-158_01202
2840,group3920|3385-158|3385-158_07407,unitig_0|quiver,74.333,300,65,11,435,728,64665,64372,5.16e-26,117.0,group3920,3385-158,3385-158_07407
192,group1277|3385-158|3385-158_01200,unitig_0|quiver,100.0,1299,0,0,1,1299,66529,65231,0.0,2399.0,group1277,3385-158,3385-158_01200
191,group1276|3385-158|3385-158_01199,unitig_0|quiver,100.0,1437,0,0,1,1437,67975,66539,0.0,2654.0,group1276,3385-158,3385-158_01199
190,group1275|3385-158|3385-158_01198,unitig_0|quiver,100.0,1206,0,0,1,1206,68079,69284,0.0,2228.0,group1275,3385-158,3385-158_01198
4468,group5939|3385-158|3385-158_01197,unitig_0|quiver,100.0,144,0,0,1,144,69442,69585,4.01e-72,267.0,group5939,3385-158,3385-158_01197
189,group1274|3385-158|3385-158_01196,unitig_0|quiver,100.0,2532,0,0,1,2532,69897,72428,0.0,4676.0,group1274,3385-158,3385-158_01196
3867,group5089|3385-158|3385-158_01398,unitig_0|quiver,80.62,258,46,4,1230,1485,73943,74198,8.55e-50,196.0,group5089,3385-158,3385-158_01398
301,group1346|3385-158|3385-158_01269,unitig_0|quiver,85.556,180,26,0,997,1176,74016,74195,1.17e-47,189.0,group1346,3385-158,3385-158_01269
3086,group4205|3385-158|3385-158_02564,unitig_0|quiver,83.511,188,30,1,1714,1900,74025,74212,4.7e-43,174.0,group4205,3385-158,3385-158_02564
183,group1272|3385-158|3385-158_01194,unitig_0|quiver,100.0,237,0,0,1,237,74743,74507,1.4e-123,438.0,group1272,3385-158,3385-158_01194
182,group1271|3385-158|3385-158_01193,unitig_0|quiver,100.0,870,0,0,1,870,74834,75703,0.0,1607.0,group1271,3385-158,3385-158_01193
181,group1270|3385-158|3385-158_01182,unitig_0|quiver,100.0,237,0,0,1,237,85882,85646,1.4e-123,438.0,group1270,3385-158,3385-158_01182
180,group1269|3385-158|3385-158_01181,unitig_0|quiver,100.0,1290,0,0,1,1290,87193,85904,0.0,2383.0,group1269,3385-158,3385-158_01181
179,group1268|3385-158|3385-158_01180,unitig_0|quiver,100.0,1410,0,0,1,1410,87384,88793,0.0,2604.0,group1268,3385-158,3385-158_01180
178,group1267|3385-158|3385-158_01179,unitig_0|quiver,100.0,1098,0,0,1,1098,88920,90017,0.0,2028.0,group1267,3385-158,3385-158_01179
5113,group751|3385-158|3385-158_00772,unitig_0|quiver,100.0,28,0,0,401,428,90567,90594,1.04e-06,52.8,group751,3385-158,3385-158_00772
175,group1265|3385-158|3385-158_01177,unitig_0|quiver,100.0,912,0,0,1,912,91260,92171,0.0,1685.0,group1265,3385-158,3385-158_01177
174,group1264|3385-158|3385-158_01176,unitig_0|quiver,100.0,819,0,0,1,819,92175,92993,0.0,1513.0,group1264,3385-158,3385-158_01176
173,group1263|3385-158|3385-158_01175,unitig_0|quiver,100.0,1893,0,0,1,1893,94975,93083,0.0,3496.0,group1263,3385-158,3385-158_01175
172,group1262|3385-158|3385-158_01174,unitig_0|quiver,100.0,1953,0,0,1,1953,95252,97204,0.0,3607.0,group1262,3385-158,3385-158_01174
171,group1261|3385-158|3385-158_01173,unitig_0|quiver,100.0,3819,0,0,1,3819,101284,97466,0.0,7053.0,group1261,3385-158,3385-158_01173
170,group1260|3385-158|3385-158_01172,unitig_0|quiver,100.0,450,0,0,1,450,101498,101947,0.0,832.0,group1260,3385-158,3385-158_01172
5303,group9075|3385-158|3385-158_01160,unitig_0|quiver,100.0,1056,0,0,1,1056,120346,119291,0.0,1951.0,group9075,3385-158,3385-158_01160
5142,group7769|3385-158|3385-158_01159,unitig_0|quiver,100.0,852,0,0,1,852,121231,120380,0.0,1574.0,group7769,3385-158,3385-158_01159
3244,group4420|3385-158|3385-158_01158,unitig_0|quiver,100.0,909,0,0,1,909,122129,121221,0.0,1679.0,group4420,3385-158,3385-158_01158
3242,group4418|3385-158|3385-158_01157,unitig_0|quiver,100.0,1110,0,0,1,1110,123240,122131,0.0,2050.0,group4418,3385-158,3385-158_01157
5304,group9076|3385-158|3385-158_01156,unitig_0|quiver,100.0,666,0,0,1,666,123520,124185,0.0,1230.0,group9076,3385-158,3385-158_01156
5305,group9078|3385-158|3385-158_01154,unitig_0|quiver,100.0,1710,0,0,1,1710,125655,127364,0.0,3158.0,group9078,3385-158,3385-158_01154
5306,group9079|3385-158|3385-158_01153,unitig_0|quiver,100.0,777,0,0,1,777,127361,128137,0.0,1435.0,group9079,3385-158,3385-158_01153
5196,group8282|3385-158|3385-158_01152,unitig_0|quiver,100.0,672,0,0,1,672,128176,128847,0.0,1242.0,group8282,3385-158,3385-158_01152
5308,group9086|3385-158|3385-158_01145,unitig_0|quiver,100.0,696,0,0,1,696,133586,134281,0.0,1286.0,group9086,3385-158,3385-158_01145
69,group10672|3385-158|3385-158_01144,unitig_0|quiver,100.0,234,0,0,1,234,134278,134511,6.47e-122,433.0,group10672,3385-158,3385-158_01144
5309,group9087|3385-158|3385-158_01143,unitig_0|quiver,100.0,921,0,0,1,921,134515,135435,0.0,1701.0,group9087,3385-158,3385-158_01143
5310,group9088|3385-158|3385-158_01142,unitig_0|quiver,100.0,285,0,0,1,285,135488,135772,3.56e-150,527.0,group9088,3385-158,3385-158_01142
3906,group5131|3385-158|3385-158_01132,unitig_0|quiver,100.0,438,0,0,1,438,143026,143463,0.0,809.0,group5131,3385-158,3385-158_01132
3907,group5132|3385-158|3385-158_01131,unitig_0|quiver,100.0,168,0,0,1,168,143508,143675,2.18e-85,311.0,group5132,3385-158,3385-158_01131
3908,group5133|3385-158|3385-158_01130,unitig_0|quiver,100.0,882,0,0,1,882,144553,143672,0.0,1629.0,group5133,3385-158,3385-158_01130
3909,group5134|3385-158|3385-158_01129,unitig_0|quiver,100.0,315,0,0,1,315,144864,144550,8.35e-167,582.0,group5134,3385-158,3385-158_01129
3910,group5135|3385-158|3385-158_01128,unitig_0|quiver,100.0,1497,0,0,1,1497,145045,146541,0.0,2765.0,group5135,3385-158,3385-158_01128
3911,group5136|3385-158|3385-158_01127,unitig_0|quiver,100.0,483,0,0,1,483,146885,147367,0.0,893.0,group5136,3385-158,3385-158_01127
3912,group5137|3385-158|3385-158_01126,unitig_0|quiver,100.0,1596,0,0,1,1596,147705,149300,0.0,2948.0,group5137,3385-158,3385-158_01126
3913,group5138|3385-158|3385-158_01125,unitig_0|quiver,100.0,1005,0,0,1,1005,149387,150391,0.0,1857.0,group5138,3385-158,3385-158_01125
3914,group5139|3385-158|3385-158_01124,unitig_0|quiver,100.0,891,0,0,1,891,150401,151291,0.0,1646.0,group5139,3385-158,3385-158_01124
1973,group2977|3385-158|3385-158_00837,unitig_0|quiver,87.755,49,4,2,127,174,152424,152471,7.45e-08,56.5,group2977,3385-158,3385-158_00837
586,group1602|3385-158|3385-158_05633,unitig_0|quiver,92.157,51,4,0,133,183,152430,152480,7.35e-13,73.1,group1602,3385-158,3385-158_05633
3922,group5142|3385-158|3385-158_01121,unitig_0|quiver,100.0,540,0,0,1,540,153285,153824,0.0,998.0,group5142,3385-158,3385-158_01121
3923,group5143|3385-158|3385-158_01120,unitig_0|quiver,100.0,1251,0,0,1,1251,155064,153814,0.0,2311.0,group5143,3385-158,3385-158_01120
3924,group5144|3385-158|3385-158_01119,unitig_0|quiver,100.0,504,0,0,1,504,155644,155141,0.0,931.0,group5144,3385-158,3385-158_01119
3925,group5145|3385-158|3385-158_01118,unitig_0|quiver,100.0,1053,0,0,1,1053,156693,155641,0.0,1945.0,group5145,3385-158,3385-158_01118
3926,group5146|3385-158|3385-158_01117,unitig_0|quiver,100.0,537,0,0,1,537,156865,157401,0.0,992.0,group5146,3385-158,3385-158_01117
3927,group5147|3385-158|3385-158_01116,unitig_0|quiver,100.0,606,0,0,1,606,157449,158054,0.0,1120.0,group5147,3385-158,3385-158_01116
3928,group5148|3385-158|3385-158_01115,unitig_0|quiver,100.0,804,0,0,1,804,158051,158854,0.0,1485.0,group5148,3385-158,3385-158_01115
3138,group4250|3385-158|3385-158_01042,unitig_0|quiver,96.82,849,27,0,1,849,185271,186119,0.0,1419.0,group4250,3385-158,3385-158_01042
3136,group4249|3385-158|3385-158_01041,unitig_0|quiver,94.737,38,1,1,1,37,186151,186188,2.05e-08,58.4,group4249,3385-158,3385-158_01041
3645,group4884|3385-158|3385-158_01087,unitig_0|quiver,100.0,1566,0,0,1,1566,187747,189312,0.0,2892.0,group4884,3385-158,3385-158_01087
3644,group4883|3385-158|3385-158_01086,unitig_0|quiver,100.0,720,0,0,1,720,189322,190041,0.0,1330.0,group4883,3385-158,3385-158_01086
3643,group4882|3385-158|3385-158_01085,unitig_0|quiver,100.0,384,0,0,1,384,190201,190584,0.0,710.0,group4882,3385-158,3385-158_01085
3642,group4881|3385-158|3385-158_01084,unitig_0|quiver,100.0,1425,0,0,1,1425,192119,190695,0.0,2632.0,group4881,3385-158,3385-158_01084
3641,group4880|3385-158|3385-158_01083,unitig_0|quiver,100.0,993,0,0,1,993,192371,193363,0.0,1834.0,group4880,3385-158,3385-158_01083
3640,group4879|3385-158|3385-158_01082,unitig_0|quiver,100.0,1485,0,0,1,1485,193643,195127,0.0,2743.0,group4879,3385-158,3385-158_01082
3639,group4878|3385-158|3385-158_01081,unitig_0|quiver,100.0,555,0,0,1,555,195130,195684,0.0,1026.0,group4878,3385-158,3385-158_01081
4467,group5930|3385-158|3385-158_01080,unitig_0|quiver,100.0,918,0,0,1,918,196610,195693,0.0,1696.0,group5930,3385-158,3385-158_01080
4465,group5929|3385-158|3385-158_01079,unitig_0|quiver,100.0,756,0,0,1,756,196702,197457,0.0,1397.0,group5929,3385-158,3385-158_01079
3638,group4877|3385-158|3385-158_01078,unitig_0|quiver,100.0,417,0,0,1,417,197568,197984,0.0,771.0,group4877,3385-158,3385-158_01078
3637,group4876|3385-158|3385-158_01077,unitig_0|quiver,100.0,642,0,0,1,642,198266,198907,0.0,1186.0,group4876,3385-158,3385-158_01077
3636,group4875|3385-158|3385-158_01076,unitig_0|quiver,100.0,969,0,0,1,969,199882,198914,0.0,1790.0,group4875,3385-158,3385-158_01076
3635,group4874|3385-158|3385-158_01075,unitig_0|quiver,100.0,303,0,0,1,303,200085,200387,3.75e-160,560.0,group4874,3385-158,3385-158_01075
3634,group4873|3385-158|3385-158_01074,unitig_0|quiver,100.0,867,0,0,1,867,201471,200605,0.0,1602.0,group4873,3385-158,3385-158_01074
3632,group4871|3385-158|3385-158_01073,unitig_0|quiver,100.0,1374,0,0,1,1374,203162,201789,0.0,2538.0,group4871,3385-158,3385-158_01073
3631,group4870|3385-158|3385-158_01072,unitig_0|quiver,100.0,738,0,0,1,738,204047,203310,0.0,1363.0,group4870,3385-158,3385-158_01072
3630,group4869|3385-158|3385-158_01071,unitig_0|quiver,100.0,1500,0,0,1,1500,205563,204064,0.0,2771.0,group4869,3385-158,3385-158_01071
3629,group4868|3385-158|3385-158_01070,unitig_0|quiver,100.0,408,0,0,1,408,206033,205626,0.0,754.0,group4868,3385-158,3385-158_01070
3628,group4867|3385-158|3385-158_01069,unitig_0|quiver,100.0,909,0,0,1,909,206389,207297,0.0,1679.0,group4867,3385-158,3385-158_01069
3627,group4866|3385-158|3385-158_01068,unitig_0|quiver,100.0,1161,0,0,1,1161,207393,208553,0.0,2145.0,group4866,3385-158,3385-158_01068
4134,group5484|3385-158|3385-158_01067,unitig_0|quiver,100.0,996,0,0,1,996,209583,208588,0.0,1840.0,group5484,3385-158,3385-158_01067
4133,group5483|3385-158|3385-158_01066,unitig_0|quiver,100.0,852,0,0,1,852,209726,210577,0.0,1574.0,group5483,3385-158,3385-158_01066
4132,group5482|3385-158|3385-158_01065,unitig_0|quiver,100.0,897,0,0,1,897,211487,210591,0.0,1657.0,group5482,3385-158,3385-158_01065
4131,group5481|3385-158|3385-158_01064,unitig_0|quiver,100.0,1440,0,0,1,1440,211649,213088,0.0,2660.0,group5481,3385-158,3385-158_01064
4130,group5480|3385-158|3385-158_01063,unitig_0|quiver,100.0,1200,0,0,1,1200,213085,214284,0.0,2217.0,group5480,3385-158,3385-158_01063
4129,group5479|3385-158|3385-158_01062,unitig_0|quiver,100.0,1311,0,0,1,1311,214341,215651,0.0,2422.0,group5479,3385-158,3385-158_01062
4128,group5478|3385-158|3385-158_01061,unitig_0|quiver,100.0,441,0,0,1,441,215694,216134,0.0,815.0,group5478,3385-158,3385-158_01061
4127,group5477|3385-158|3385-158_01060,unitig_0|quiver,100.0,675,0,0,1,675,216830,216156,0.0,1247.0,group5477,3385-158,3385-158_01060
4126,group5476|3385-158|3385-158_01059,unitig_0|quiver,100.0,693,0,0,1,693,217644,216952,0.0,1280.0,group5476,3385-158,3385-158_01059
4125,group5475|3385-158|3385-158_01058,unitig_0|quiver,100.0,750,0,0,1,750,218632,217883,0.0,1386.0,group5475,3385-158,3385-158_01058
4354,group5693|3385-158|3385-158_01057,unitig_0|quiver,100.0,630,0,0,1,630,218861,219490,0.0,1164.0,group5693,3385-158,3385-158_01057
4355,group5694|3385-158|3385-158_01056,unitig_0|quiver,100.0,504,0,0,1,504,219487,219990,0.0,931.0,group5694,3385-158,3385-158_01056
4356,group5695|3385-158|3385-158_01055,unitig_0|quiver,100.0,705,0,0,1,705,220716,220012,0.0,1303.0,group5695,3385-158,3385-158_01055
4357,group5696|3385-158|3385-158_01054,unitig_0|quiver,100.0,1050,0,0,1,1050,220955,222004,0.0,1940.0,group5696,3385-158,3385-158_01054
4358,group5697|3385-158|3385-158_01053,unitig_0|quiver,100.0,360,0,0,1,360,222430,222071,0.0,665.0,group5697,3385-158,3385-158_01053
4359,group5698|3385-158|3385-158_01052,unitig_0|quiver,100.0,366,0,0,1,366,222871,222506,0.0,676.0,group5698,3385-158,3385-158_01052
4360,group5699|3385-158|3385-158_01051,unitig_0|quiver,100.0,756,0,0,1,756,223680,222925,0.0,1397.0,group5699,3385-158,3385-158_01051
3145,group4257|3385-158|3385-158_01050,unitig_0|quiver,100.0,1524,0,0,1,1524,223919,225442,0.0,2815.0,group4257,3385-158,3385-158_01050
3144,group4256|3385-158|3385-158_01049,unitig_0|quiver,100.0,1122,0,0,1,1122,225485,226606,0.0,2073.0,group4256,3385-158,3385-158_01049
3143,group4255|3385-158|3385-158_01048,unitig_0|quiver,100.0,696,0,0,1,696,226603,227298,0.0,1286.0,group4255,3385-158,3385-158_01048
4464,group5928|3385-158|3385-158_01046,unitig_0|quiver,100.0,711,0,0,1,711,228131,228841,0.0,1314.0,group5928,3385-158,3385-158_01046
3142,group4253|3385-158|3385-158_01045,unitig_0|quiver,100.0,417,0,0,1,417,229321,228905,0.0,771.0,group4253,3385-158,3385-158_01045
3140,group4252|3385-158|3385-158_01044,unitig_0|quiver,100.0,1644,0,0,1,1644,231628,229985,0.0,3037.0,group4252,3385-158,3385-158_01044
3139,group4251|3385-158|3385-158_01043,unitig_0|quiver,100.0,297,0,0,1,297,231997,231701,7.95e-157,549.0,group4251,3385-158,3385-158_01043
3137,group4250|3385-158|3385-158_01042,unitig_0|quiver,100.0,849,0,0,1,849,232389,233237,0.0,1568.0,group4250,3385-158,3385-158_01042
3134,group4246|3385-158|3385-158_01040,unitig_0|quiver,100.0,2892,0,0,1,2892,234539,237430,0.0,5341.0,group4246,3385-158,3385-158_01040
3133,group4245|3385-158|3385-158_01039,unitig_0|quiver,100.0,630,0,0,1,630,237564,238193,0.0,1164.0,group4245,3385-158,3385-158_01039
3132,group4244|3385-158|3385-158_01038,unitig_0|quiver,100.0,438,0,0,1,438,238681,238244,0.0,809.0,group4244,3385-158,3385-158_01038
3130,group4243|3385-158|3385-158_01037,unitig_0|quiver,89.902,307,31,0,1574,1880,240195,240501,8.35e-110,396.0,group4243,3385-158,3385-158_01037
3131,group4243|3385-158|3385-158_01037,unitig_0|quiver,89.902,307,31,0,1424,1730,240345,240651,8.35e-110,396.0,group4243,3385-158,3385-158_01037
3128,group4242|3385-158|3385-158_01036,unitig_0|quiver,100.0,561,0,0,1,561,240873,241433,0.0,1037.0,group4242,3385-158,3385-158_01036
3127,group4241|3385-158|3385-158_01035,unitig_0|quiver,100.0,882,0,0,1,882,241446,242327,0.0,1629.0,group4241,3385-158,3385-158_01035
4463,group5927|3385-158|3385-158_01034,unitig_0|quiver,100.0,546,0,0,1,546,243080,242535,0.0,1009.0,group5927,3385-158,3385-158_01034
4462,group5926|3385-158|3385-158_01033,unitig_0|quiver,100.0,372,0,0,1,372,243455,243084,0.0,688.0,group5926,3385-158,3385-158_01033
3126,group4240|3385-158|3385-158_01032,unitig_0|quiver,100.0,1815,0,0,1,1815,245433,243619,0.0,3352.0,group4240,3385-158,3385-158_01032
3125,group4239|3385-158|3385-158_01031,unitig_0|quiver,100.0,1347,0,0,1,1347,245553,246899,0.0,2488.0,group4239,3385-158,3385-158_01031
3122,group4237|3385-158|3385-158_01029,unitig_0|quiver,100.0,249,0,0,1,249,247954,248202,3.16e-130,460.0,group4237,3385-158,3385-158_01029
3121,group4236|3385-158|3385-158_01028,unitig_0|quiver,100.0,1320,0,0,1,1320,248374,249693,0.0,2438.0,group4236,3385-158,3385-158_01028
3120,group4235|3385-158|3385-158_01027,unitig_0|quiver,100.0,723,0,0,1,723,249703,250425,0.0,1336.0,group4235,3385-158,3385-158_01027
3119,group4234|3385-158|3385-158_01026,unitig_0|quiver,100.0,1074,0,0,1,1074,250529,251602,0.0,1984.0,group4234,3385-158,3385-158_01026
